"name";"var_id";"name";"units";"friendly_name";"value";"ts";"name";"lat";"lng";"elev"
ESTEPONA;4;ANE;m/s;Velocidad del viento;3.2;2020-07-29 20:00:00.000;ESTEPONA;36.417;-5.1549;7
ESTEPONA;4;ANE;m/s;Velocidad del viento;2.5;2020-07-29 21:00:00.000;ESTEPONA;36.417;-5.1549;7
ESTEPONA;4;ANE;m/s;Velocidad del viento;2.5;2020-07-29 22:00:00.000;ESTEPONA;36.417;-5.1549;7
ESTEPONA;4;ANE;m/s;Velocidad del viento;2.8;2020-07-29 23:00:00.000;ESTEPONA;36.417;-5.1549;7
ESTEPONA;4;ANE;m/s;Velocidad del viento;2.5;2020-07-30 00:00:00.000;ESTEPONA;36.417;-5.1549;7
ESTEPONA;4;ANE;m/s;Velocidad del viento;2.1;2020-07-30 01:00:00.000;ESTEPONA;36.417;-5.1549;7
ESTEPONA;4;ANE;m/s;Velocidad del viento;2.5;2020-07-30 02:00:00.000;ESTEPONA;36.417;-5.1549;7
ESTEPONA;4;ANE;m/s;Velocidad del viento;2.1;2020-07-30 03:00:00.000;ESTEPONA;36.417;-5.1549;7
ESTEPONA;4;ANE;m/s;Velocidad del viento;2.2;2020-07-30 04:00:00.000;ESTEPONA;36.417;-5.1549;7
ESTEPONA;4;ANE;m/s;Velocidad del viento;2.2;2020-07-30 05:00:00.000;ESTEPONA;36.417;-5.1549;7
ESTEPONA;4;ANE;m/s;Velocidad del viento;2.6;2020-07-30 06:00:00.000;ESTEPONA;36.417;-5.1549;7
ESTEPONA;4;ANE;m/s;Velocidad del viento;3.3;2020-07-30 07:00:00.000;ESTEPONA;36.417;-5.1549;7
ESTEPONA;4;ANE;m/s;Velocidad del viento;5.5;2020-07-30 08:00:00.000;ESTEPONA;36.417;-5.1549;7
ESTEPONA;4;ANE;m/s;Velocidad del viento;4.9;2020-07-30 09:00:00.000;ESTEPONA;36.417;-5.1549;7
ESTEPONA;4;ANE;m/s;Velocidad del viento;5.5;2020-07-30 10:00:00.000;ESTEPONA;36.417;-5.1549;7
ESTEPONA;4;ANE;m/s;Velocidad del viento;4.6;2020-07-30 11:00:00.000;ESTEPONA;36.417;-5.1549;7
ESTEPONA;4;ANE;m/s;Velocidad del viento;4.3;2020-07-30 12:00:00.000;ESTEPONA;36.417;-5.1549;7
ESTEPONA;4;ANE;m/s;Velocidad del viento;4.6;2020-07-30 13:00:00.000;ESTEPONA;36.417;-5.1549;7
ESTEPONA;4;ANE;m/s;Velocidad del viento;5.0;2020-07-30 14:00:00.000;ESTEPONA;36.417;-5.1549;7
ESTEPONA;4;ANE;m/s;Velocidad del viento;4.1;2020-07-30 15:00:00.000;ESTEPONA;36.417;-5.1549;7
ESTEPONA;4;ANE;m/s;Velocidad del viento;4.0;2020-07-30 16:00:00.000;ESTEPONA;36.417;-5.1549;7
ESTEPONA;4;ANE;m/s;Velocidad del viento;3.4;2020-07-30 17:00:00.000;ESTEPONA;36.417;-5.1549;7
ESTEPONA;4;ANE;m/s;Velocidad del viento;3.3;2020-07-30 18:00:00.000;ESTEPONA;36.417;-5.1549;7
ESTEPONA;4;ANE;m/s;Velocidad del viento;3.2;2020-07-30 19:00:00.000;ESTEPONA;36.417;-5.1549;7
ESTEPONA;4;ANE;m/s;Velocidad del viento;2.9;2020-07-30 20:00:00.000;ESTEPONA;36.417;-5.1549;7
ESTEPONA;4;ANE;m/s;Velocidad del viento;2.8;2020-07-30 21:00:00.000;ESTEPONA;36.417;-5.1549;7
ESTEPONA;4;ANE;m/s;Velocidad del viento;1.8;2020-07-30 22:00:00.000;ESTEPONA;36.417;-5.1549;7
ESTEPONA;4;ANE;m/s;Velocidad del viento;2.5;2020-07-30 23:00:00.000;ESTEPONA;36.417;-5.1549;7
ESTEPONA;4;ANE;m/s;Velocidad del viento;1.3;2020-07-31 00:00:00.000;ESTEPONA;36.417;-5.1549;7
ESTEPONA;4;ANE;m/s;Velocidad del viento;0.7;2020-07-31 01:00:00.000;ESTEPONA;36.417;-5.1549;7
ESTEPONA;4;ANE;m/s;Velocidad del viento;0.5;2020-07-31 02:00:00.000;ESTEPONA;36.417;-5.1549;7
ESTEPONA;4;ANE;m/s;Velocidad del viento;0.9;2020-07-31 03:00:00.000;ESTEPONA;36.417;-5.1549;7
ESTEPONA;4;ANE;m/s;Velocidad del viento;0.7;2020-07-31 04:00:00.000;ESTEPONA;36.417;-5.1549;7
ESTEPONA;4;ANE;m/s;Velocidad del viento;0.6;2020-07-31 05:00:00.000;ESTEPONA;36.417;-5.1549;7
ESTEPONA;4;ANE;m/s;Velocidad del viento;0.4;2020-07-31 06:00:00.000;ESTEPONA;36.417;-5.1549;7
ESTEPONA;4;ANE;m/s;Velocidad del viento;0.5;2020-07-31 07:00:00.000;ESTEPONA;36.417;-5.1549;7
ESTEPONA;4;ANE;m/s;Velocidad del viento;0.9;2020-07-31 08:00:00.000;ESTEPONA;36.417;-5.1549;7
ESTEPONA;4;ANE;m/s;Velocidad del viento;1.2;2020-07-31 09:00:00.000;ESTEPONA;36.417;-5.1549;7
ESTEPONA;4;ANE;m/s;Velocidad del viento;1.6;2020-07-31 10:00:00.000;ESTEPONA;36.417;-5.1549;7
ESTEPONA;4;ANE;m/s;Velocidad del viento;1.3;2020-07-31 11:00:00.000;ESTEPONA;36.417;-5.1549;7
ESTEPONA;4;ANE;m/s;Velocidad del viento;1.7;2020-07-31 12:00:00.000;ESTEPONA;36.417;-5.1549;7
ESTEPONA;4;ANE;m/s;Velocidad del viento;1.2;2020-07-31 13:00:00.000;ESTEPONA;36.417;-5.1549;7
ESTEPONA;4;ANE;m/s;Velocidad del viento;1.4;2020-07-31 14:00:00.000;ESTEPONA;36.417;-5.1549;7
ESTEPONA;4;ANE;m/s;Velocidad del viento;1.2;2020-07-31 15:00:00.000;ESTEPONA;36.417;-5.1549;7
ESTEPONA;4;ANE;m/s;Velocidad del viento;1.0;2020-07-31 16:00:00.000;ESTEPONA;36.417;-5.1549;7
ESTEPONA;4;ANE;m/s;Velocidad del viento;1.9;2020-07-31 17:00:00.000;ESTEPONA;36.417;-5.1549;7
ESTEPONA;4;ANE;m/s;Velocidad del viento;1.3;2020-07-31 18:00:00.000;ESTEPONA;36.417;-5.1549;7
ESTEPONA;4;ANE;m/s;Velocidad del viento;1.6;2020-07-31 19:00:00.000;ESTEPONA;36.417;-5.1549;7
ESTEPONA;4;ANE;m/s;Velocidad del viento;0.9;2020-07-31 20:00:00.000;ESTEPONA;36.417;-5.1549;7
ESTEPONA;4;ANE;m/s;Velocidad del viento;0.7;2020-07-31 21:00:00.000;ESTEPONA;36.417;-5.1549;7
ESTEPONA;4;ANE;m/s;Velocidad del viento;1.5;2020-07-31 22:00:00.000;ESTEPONA;36.417;-5.1549;7
ESTEPONA;4;ANE;m/s;Velocidad del viento;1.2;2020-07-31 23:00:00.000;ESTEPONA;36.417;-5.1549;7
ESTEPONA;4;ANE;m/s;Velocidad del viento;1.6;2020-08-01 00:00:00.000;ESTEPONA;36.417;-5.1549;7
