"estacion";"var_id";"variable";"units";"value";"ts"
Rio San Pedro;11;TC;ºC;21.6;2023-03-12 15:00:00.000
Rio San Pedro;11;TC;ºC;21.51;2023-03-12 15:10:00.000
Rio San Pedro;11;TC;ºC;21.07;2023-03-12 15:20:00.000
Rio San Pedro;11;TC;ºC;20.97;2023-03-12 15:30:00.000
Rio San Pedro;11;TC;ºC;20.85;2023-03-12 15:40:00.000
Rio San Pedro;11;TC;ºC;20.8;2023-03-12 15:50:00.000
Rio San Pedro;11;TC;ºC;20.76;2023-03-12 16:00:00.000
Rio San Pedro;11;TC;ºC;20.64;2023-03-12 16:10:00.000
Rio San Pedro;11;TC;ºC;20.41;2023-03-12 16:20:00.000
Rio San Pedro;11;TC;ºC;20.27;2023-03-12 16:30:00.000
Rio San Pedro;11;TC;ºC;20.24;2023-03-12 16:40:00.000
Rio San Pedro;11;TC;ºC;20.4;2023-03-12 16:50:00.000
Rio San Pedro;11;TC;ºC;20.55;2023-03-12 17:00:00.000
Rio San Pedro;11;TC;ºC;20.72;2023-03-12 17:10:00.000
Rio San Pedro;11;TC;ºC;20.85;2023-03-12 17:20:00.000
Rio San Pedro;11;TC;ºC;20.58;2023-03-12 17:30:00.000
Rio San Pedro;11;TC;ºC;19.93;2023-03-12 17:40:00.000
Rio San Pedro;11;TC;ºC;19.58;2023-03-12 17:50:00.000
Rio San Pedro;11;TC;ºC;19.39;2023-03-12 18:00:00.000
Rio San Pedro;11;TC;ºC;19.23;2023-03-12 18:10:00.000
Rio San Pedro;11;TC;ºC;19.15;2023-03-12 18:20:00.000
Rio San Pedro;11;TC;ºC;19.14;2023-03-12 18:30:00.000
Rio San Pedro;11;TC;ºC;19.12;2023-03-12 18:40:00.000
Rio San Pedro;11;TC;ºC;18.99;2023-03-12 18:50:00.000
Rio San Pedro;11;TC;ºC;18.89;2023-03-12 19:00:00.000
Rio San Pedro;11;TC;ºC;18.81;2023-03-12 19:10:00.000
Rio San Pedro;11;TC;ºC;18.8;2023-03-12 19:20:00.000
Rio San Pedro;11;TC;ºC;18.8;2023-03-12 19:30:00.000
Rio San Pedro;11;TC;ºC;18.83;2023-03-12 19:40:00.000
Rio San Pedro;11;TC;ºC;18.82;2023-03-12 19:50:00.000
Rio San Pedro;11;TC;ºC;18.8;2023-03-12 20:00:00.000
Rio San Pedro;11;TC;ºC;18.68;2023-03-12 20:10:00.000
Rio San Pedro;11;TC;ºC;18.54;2023-03-12 20:20:00.000
Rio San Pedro;11;TC;ºC;18.4;2023-03-12 20:30:00.000
Rio San Pedro;11;TC;ºC;18.34;2023-03-12 20:40:00.000
Rio San Pedro;11;TC;ºC;18.48;2023-03-12 20:50:00.000
Rio San Pedro;11;TC;ºC;18.51;2023-03-12 21:00:00.000
Rio San Pedro;11;TC;ºC;18.45;2023-03-12 21:10:00.000
Rio San Pedro;11;TC;ºC;18.4;2023-03-12 21:20:00.000
Rio San Pedro;11;TC;ºC;18.4;2023-03-12 21:30:00.000
Rio San Pedro;11;TC;ºC;18.3;2023-03-12 21:40:00.000
Rio San Pedro;11;TC;ºC;18.26;2023-03-12 21:50:00.000
Rio San Pedro;11;TC;ºC;18.28;2023-03-12 22:00:00.000
Rio San Pedro;11;TC;ºC;18.1;2023-03-12 22:10:00.000
Rio San Pedro;11;TC;ºC;18.1;2023-03-12 22:20:00.000
Rio San Pedro;11;TC;ºC;18.0;2023-03-12 22:30:00.000
Rio San Pedro;11;TC;ºC;17.92;2023-03-12 22:40:00.000
Rio San Pedro;11;TC;ºC;17.9;2023-03-12 22:50:00.000
Rio San Pedro;11;TC;ºC;17.91;2023-03-12 23:00:00.000
Rio San Pedro;11;TC;ºC;17.78;2023-03-12 23:10:00.000
Rio San Pedro;11;TC;ºC;17.29;2023-03-12 23:20:00.000
Rio San Pedro;11;TC;ºC;17.03;2023-03-12 23:30:00.000
Rio San Pedro;11;TC;ºC;16.86;2023-03-12 23:40:00.000
Rio San Pedro;11;TC;ºC;16.77;2023-03-12 23:50:00.000
Rio San Pedro;11;TC;ºC;16.74;2023-03-13 00:00:00.000
Rio San Pedro;11;TC;ºC;16.8;2023-03-13 00:10:00.000
Rio San Pedro;11;TC;ºC;16.67;2023-03-13 00:20:00.000
Rio San Pedro;11;TC;ºC;16.75;2023-03-13 00:30:00.000
Rio San Pedro;11;TC;ºC;16.68;2023-03-13 00:40:00.000
Rio San Pedro;11;TC;ºC;16.47;2023-03-13 00:50:00.000
Rio San Pedro;11;TC;ºC;16.29;2023-03-13 01:00:00.000
Rio San Pedro;11;TC;ºC;16.03;2023-03-13 01:10:00.000
Rio San Pedro;11;TC;ºC;15.85;2023-03-13 01:20:00.000
Rio San Pedro;11;TC;ºC;15.66;2023-03-13 01:30:00.000
Rio San Pedro;11;TC;ºC;15.38;2023-03-13 01:40:00.000
Rio San Pedro;11;TC;ºC;15.19;2023-03-13 01:50:00.000
Rio San Pedro;11;TC;ºC;15.13;2023-03-13 02:00:00.000
Rio San Pedro;11;TC;ºC;15.14;2023-03-13 02:10:00.000
Rio San Pedro;11;TC;ºC;15.23;2023-03-13 02:20:00.000
Rio San Pedro;11;TC;ºC;15.3;2023-03-13 02:30:00.000
Rio San Pedro;11;TC;ºC;15.28;2023-03-13 02:40:00.000
Rio San Pedro;11;TC;ºC;15.1;2023-03-13 02:50:00.000
Rio San Pedro;11;TC;ºC;15.14;2023-03-13 03:00:00.000
Rio San Pedro;11;TC;ºC;15.06;2023-03-13 03:10:00.000
Rio San Pedro;11;TC;ºC;14.83;2023-03-13 03:20:00.000
Rio San Pedro;11;TC;ºC;15.07;2023-03-13 03:30:00.000
Rio San Pedro;11;TC;ºC;15.21;2023-03-13 03:40:00.000
Rio San Pedro;11;TC;ºC;15.09;2023-03-13 03:50:00.000
Rio San Pedro;11;TC;ºC;14.97;2023-03-13 04:00:00.000
Rio San Pedro;11;TC;ºC;15.03;2023-03-13 04:10:00.000
Rio San Pedro;11;TC;ºC;15.2;2023-03-13 04:20:00.000
Rio San Pedro;11;TC;ºC;15.04;2023-03-13 04:30:00.000
Rio San Pedro;11;TC;ºC;14.94;2023-03-13 04:40:00.000
Rio San Pedro;11;TC;ºC;14.65;2023-03-13 04:50:00.000
Rio San Pedro;11;TC;ºC;14.61;2023-03-13 05:00:00.000
Rio San Pedro;11;TC;ºC;14.46;2023-03-13 05:10:00.000
Rio San Pedro;11;TC;ºC;14.4;2023-03-13 05:20:00.000
Rio San Pedro;11;TC;ºC;14.49;2023-03-13 05:30:00.000
Rio San Pedro;11;TC;ºC;14.45;2023-03-13 05:40:00.000
Rio San Pedro;11;TC;ºC;14.5;2023-03-13 05:50:00.000
Rio San Pedro;11;TC;ºC;14.46;2023-03-13 06:00:00.000
Rio San Pedro;11;TC;ºC;14.5;2023-03-13 06:10:00.000
Rio San Pedro;11;TC;ºC;14.66;2023-03-13 06:20:00.000
Rio San Pedro;11;TC;ºC;15.13;2023-03-13 06:30:00.000
Rio San Pedro;11;TC;ºC;15.27;2023-03-13 06:40:00.000
Rio San Pedro;11;TC;ºC;14.72;2023-03-13 06:50:00.000
Rio San Pedro;11;TC;ºC;14.55;2023-03-13 07:00:00.000
Rio San Pedro;11;TC;ºC;14.58;2023-03-13 07:10:00.000
Rio San Pedro;11;TC;ºC;14.68;2023-03-13 07:20:00.000
Rio San Pedro;11;TC;ºC;14.69;2023-03-13 07:30:00.000
Rio San Pedro;11;TC;ºC;14.78;2023-03-13 07:40:00.000
Rio San Pedro;11;TC;ºC;14.7;2023-03-13 07:50:00.000
Rio San Pedro;11;TC;ºC;14.8;2023-03-13 08:00:00.000
Rio San Pedro;11;TC;ºC;14.98;2023-03-13 08:10:00.000
Rio San Pedro;11;TC;ºC;15.27;2023-03-13 08:20:00.000
Rio San Pedro;11;TC;ºC;15.69;2023-03-13 08:30:00.000
Rio San Pedro;11;TC;ºC;16.04;2023-03-13 08:40:00.000
Rio San Pedro;11;TC;ºC;16.39;2023-03-13 08:50:00.000
Rio San Pedro;11;TC;ºC;16.55;2023-03-13 09:00:00.000
Rio San Pedro;11;TC;ºC;16.43;2023-03-13 09:10:00.000
Rio San Pedro;11;TC;ºC;16.61;2023-03-13 09:20:00.000
Rio San Pedro;11;TC;ºC;16.73;2023-03-13 09:30:00.000
Rio San Pedro;11;TC;ºC;16.55;2023-03-13 09:40:00.000
Rio San Pedro;11;TC;ºC;16.75;2023-03-13 09:50:00.000
Rio San Pedro;11;TC;ºC;16.9;2023-03-13 10:00:00.000
Rio San Pedro;11;TC;ºC;17.03;2023-03-13 10:10:00.000
Rio San Pedro;11;TC;ºC;17.08;2023-03-13 10:20:00.000
Rio San Pedro;11;TC;ºC;17.06;2023-03-13 10:30:00.000
Rio San Pedro;11;TC;ºC;17.26;2023-03-13 10:40:00.000
Rio San Pedro;11;TC;ºC;17.43;2023-03-13 10:50:00.000
Rio San Pedro;11;TC;ºC;17.48;2023-03-13 11:00:00.000
Rio San Pedro;11;TC;ºC;17.76;2023-03-13 11:10:00.000
Rio San Pedro;11;TC;ºC;17.9;2023-03-13 11:20:00.000
Rio San Pedro;11;TC;ºC;18.32;2023-03-13 11:30:00.000
Rio San Pedro;11;TC;ºC;18.76;2023-03-13 11:40:00.000
Rio San Pedro;11;TC;ºC;18.9;2023-03-13 11:50:00.000
Rio San Pedro;11;TC;ºC;18.71;2023-03-13 12:00:00.000
Rio San Pedro;11;TC;ºC;18.77;2023-03-13 12:10:00.000
Rio San Pedro;11;TC;ºC;19.26;2023-03-13 12:20:00.000
Rio San Pedro;11;TC;ºC;19.34;2023-03-13 12:30:00.000
Rio San Pedro;11;TC;ºC;19.1;2023-03-13 12:40:00.000
Rio San Pedro;11;TC;ºC;19.24;2023-03-13 12:50:00.000
Rio San Pedro;11;TC;ºC;18.98;2023-03-13 13:00:00.000
Rio San Pedro;11;TC;ºC;19.22;2023-03-13 13:10:00.000
Rio San Pedro;11;TC;ºC;19.78;2023-03-13 13:20:00.000
Rio San Pedro;11;TC;ºC;19.86;2023-03-13 13:30:00.000
Rio San Pedro;11;TC;ºC;19.86;2023-03-13 13:40:00.000
Rio San Pedro;11;TC;ºC;19.76;2023-03-13 13:50:00.000
Rio San Pedro;11;TC;ºC;19.81;2023-03-13 14:00:00.000
Rio San Pedro;11;TC;ºC;19.8;2023-03-13 14:10:00.000
Rio San Pedro;11;TC;ºC;19.89;2023-03-13 14:20:00.000
Rio San Pedro;11;TC;ºC;19.95;2023-03-13 14:30:00.000
Rio San Pedro;11;TC;ºC;19.95;2023-03-13 14:40:00.000
Rio San Pedro;11;TC;ºC;20.26;2023-03-13 14:50:00.000
Rio San Pedro;11;TC;ºC;20.37;2023-03-13 15:00:00.000
Rio San Pedro;11;TC;ºC;20.3;2023-03-13 15:10:00.000
Rio San Pedro;11;TC;ºC;20.25;2023-03-13 15:20:00.000
Rio San Pedro;11;TC;ºC;20.27;2023-03-13 15:30:00.000
Rio San Pedro;11;TC;ºC;20.08;2023-03-13 15:40:00.000
Rio San Pedro;11;TC;ºC;19.81;2023-03-13 15:50:00.000
Rio San Pedro;11;TC;ºC;19.71;2023-03-13 16:00:00.000
Rio San Pedro;11;TC;ºC;19.78;2023-03-13 16:10:00.000
Rio San Pedro;11;TC;ºC;19.52;2023-03-13 16:20:00.000
Rio San Pedro;11;TC;ºC;19.54;2023-03-13 16:30:00.000
Rio San Pedro;11;TC;ºC;19.37;2023-03-13 16:40:00.000
Rio San Pedro;11;TC;ºC;19.25;2023-03-13 16:50:00.000
Rio San Pedro;11;TC;ºC;18.87;2023-03-13 17:00:00.000
Rio San Pedro;11;TC;ºC;19.12;2023-03-13 17:10:00.000
Rio San Pedro;11;TC;ºC;18.9;2023-03-13 17:20:00.000
Rio San Pedro;11;TC;ºC;18.89;2023-03-13 17:30:00.000
Rio San Pedro;11;TC;ºC;18.65;2023-03-13 17:40:00.000
Rio San Pedro;11;TC;ºC;18.46;2023-03-13 17:50:00.000
Rio San Pedro;11;TC;ºC;18.42;2023-03-13 18:00:00.000
Rio San Pedro;11;TC;ºC;18.16;2023-03-13 18:10:00.000
Rio San Pedro;11;TC;ºC;18.01;2023-03-13 18:20:00.000
Rio San Pedro;11;TC;ºC;17.82;2023-03-13 18:30:00.000
Rio San Pedro;11;TC;ºC;17.82;2023-03-13 18:40:00.000
Rio San Pedro;11;TC;ºC;17.73;2023-03-13 18:50:00.000
Rio San Pedro;11;TC;ºC;17.68;2023-03-13 19:00:00.000
Rio San Pedro;11;TC;ºC;17.61;2023-03-13 19:10:00.000
Rio San Pedro;11;TC;ºC;17.64;2023-03-13 19:20:00.000
Rio San Pedro;11;TC;ºC;17.67;2023-03-13 19:30:00.000
Rio San Pedro;11;TC;ºC;17.7;2023-03-13 19:40:00.000
Rio San Pedro;11;TC;ºC;17.71;2023-03-13 19:50:00.000
Rio San Pedro;11;TC;ºC;17.7;2023-03-13 20:00:00.000
Rio San Pedro;11;TC;ºC;17.69;2023-03-13 20:10:00.000
Rio San Pedro;11;TC;ºC;17.7;2023-03-13 20:20:00.000
Rio San Pedro;11;TC;ºC;17.61;2023-03-13 20:30:00.000
Rio San Pedro;11;TC;ºC;17.61;2023-03-13 20:40:00.000
Rio San Pedro;11;TC;ºC;17.6;2023-03-13 20:50:00.000
Rio San Pedro;11;TC;ºC;17.59;2023-03-13 21:00:00.000
Rio San Pedro;11;TC;ºC;17.5;2023-03-13 21:10:00.000
Rio San Pedro;11;TC;ºC;17.59;2023-03-13 21:20:00.000
Rio San Pedro;11;TC;ºC;17.66;2023-03-13 21:30:00.000
Rio San Pedro;11;TC;ºC;17.72;2023-03-13 21:40:00.000
Rio San Pedro;11;TC;ºC;17.71;2023-03-13 21:50:00.000
Rio San Pedro;11;TC;ºC;17.49;2023-03-13 22:00:00.000
Rio San Pedro;11;TC;ºC;17.56;2023-03-13 22:10:00.000
Rio San Pedro;11;TC;ºC;17.64;2023-03-13 22:20:00.000
Rio San Pedro;11;TC;ºC;17.57;2023-03-13 22:30:00.000
Rio San Pedro;11;TC;ºC;17.5;2023-03-13 22:40:00.000
Rio San Pedro;11;TC;ºC;17.33;2023-03-13 22:50:00.000
Rio San Pedro;11;TC;ºC;15.47;2023-03-13 23:00:00.000
Rio San Pedro;11;TC;ºC;17.18;2023-03-13 23:10:00.000
Rio San Pedro;11;TC;ºC;17.13;2023-03-13 23:20:00.000
Rio San Pedro;11;TC;ºC;16.98;2023-03-13 23:30:00.000
Rio San Pedro;11;TC;ºC;16.88;2023-03-13 23:40:00.000
Rio San Pedro;11;TC;ºC;16.76;2023-03-13 23:50:00.000
Rio San Pedro;11;TC;ºC;16.67;2023-03-14 00:00:00.000
Rio San Pedro;11;TC;ºC;16.6;2023-03-14 00:10:00.000
Rio San Pedro;11;TC;ºC;16.53;2023-03-14 00:20:00.000
Rio San Pedro;11;TC;ºC;16.46;2023-03-14 00:30:00.000
Rio San Pedro;11;TC;ºC;16.36;2023-03-14 00:40:00.000
Rio San Pedro;11;TC;ºC;16.22;2023-03-14 00:50:00.000
Rio San Pedro;11;TC;ºC;16.13;2023-03-14 01:00:00.000
Rio San Pedro;11;TC;ºC;16.09;2023-03-14 01:10:00.000
Rio San Pedro;11;TC;ºC;15.98;2023-03-14 01:20:00.000
Rio San Pedro;11;TC;ºC;15.85;2023-03-14 01:30:00.000
Rio San Pedro;11;TC;ºC;15.74;2023-03-14 01:40:00.000
Rio San Pedro;11;TC;ºC;15.64;2023-03-14 01:50:00.000
Rio San Pedro;11;TC;ºC;15.53;2023-03-14 02:00:00.000
Rio San Pedro;11;TC;ºC;15.4;2023-03-14 02:10:00.000
Rio San Pedro;11;TC;ºC;15.3;2023-03-14 02:20:00.000
Rio San Pedro;11;TC;ºC;15.12;2023-03-14 02:30:00.000
Rio San Pedro;11;TC;ºC;15.0;2023-03-14 02:40:00.000
Rio San Pedro;11;TC;ºC;14.91;2023-03-14 02:50:00.000
Rio San Pedro;11;TC;ºC;14.86;2023-03-14 03:00:00.000
Rio San Pedro;11;TC;ºC;14.81;2023-03-14 03:10:00.000
Rio San Pedro;11;TC;ºC;14.69;2023-03-14 03:20:00.000
Rio San Pedro;11;TC;ºC;14.4;2023-03-14 03:30:00.000
Rio San Pedro;11;TC;ºC;14.36;2023-03-14 03:40:00.000
Rio San Pedro;11;TC;ºC;14.41;2023-03-14 03:50:00.000
Rio San Pedro;11;TC;ºC;14.32;2023-03-14 04:00:00.000
Rio San Pedro;11;TC;ºC;14.04;2023-03-14 04:10:00.000
Rio San Pedro;11;TC;ºC;13.83;2023-03-14 04:20:00.000
Rio San Pedro;11;TC;ºC;13.48;2023-03-14 04:30:00.000
Rio San Pedro;11;TC;ºC;13.28;2023-03-14 04:40:00.000
Rio San Pedro;11;TC;ºC;13.11;2023-03-14 04:50:00.000
Rio San Pedro;11;TC;ºC;13.0;2023-03-14 05:00:00.000
Rio San Pedro;11;TC;ºC;12.9;2023-03-14 05:10:00.000
Rio San Pedro;11;TC;ºC;12.8;2023-03-14 05:20:00.000
Rio San Pedro;11;TC;ºC;12.71;2023-03-14 05:30:00.000
Rio San Pedro;11;TC;ºC;12.6;2023-03-14 05:40:00.000
Rio San Pedro;11;TC;ºC;12.56;2023-03-14 05:50:00.000
Rio San Pedro;11;TC;ºC;12.51;2023-03-14 06:00:00.000
Rio San Pedro;11;TC;ºC;12.26;2023-03-14 06:10:00.000
Rio San Pedro;11;TC;ºC;12.08;2023-03-14 06:20:00.000
Rio San Pedro;11;TC;ºC;12.0;2023-03-14 06:30:00.000
Rio San Pedro;11;TC;ºC;11.94;2023-03-14 06:40:00.000
Rio San Pedro;11;TC;ºC;11.82;2023-03-14 06:50:00.000
Rio San Pedro;11;TC;ºC;11.73;2023-03-14 07:00:00.000
Rio San Pedro;11;TC;ºC;11.92;2023-03-14 07:10:00.000
Rio San Pedro;11;TC;ºC;12.43;2023-03-14 07:20:00.000
Rio San Pedro;11;TC;ºC;12.77;2023-03-14 07:30:00.000
Rio San Pedro;11;TC;ºC;13.29;2023-03-14 07:40:00.000
Rio San Pedro;11;TC;ºC;13.7;2023-03-14 07:50:00.000
Rio San Pedro;11;TC;ºC;14.08;2023-03-14 08:00:00.000
Rio San Pedro;11;TC;ºC;14.29;2023-03-14 08:10:00.000
Rio San Pedro;11;TC;ºC;14.6;2023-03-14 08:20:00.000
Rio San Pedro;11;TC;ºC;15.01;2023-03-14 08:30:00.000
Rio San Pedro;11;TC;ºC;15.33;2023-03-14 08:40:00.000
Rio San Pedro;11;TC;ºC;15.39;2023-03-14 08:50:00.000
Rio San Pedro;11;TC;ºC;15.7;2023-03-14 09:00:00.000
Rio San Pedro;11;TC;ºC;16.32;2023-03-14 09:10:00.000
Rio San Pedro;11;TC;ºC;16.62;2023-03-14 09:20:00.000
Rio San Pedro;11;TC;ºC;16.83;2023-03-14 09:30:00.000
Rio San Pedro;11;TC;ºC;16.95;2023-03-14 09:40:00.000
Rio San Pedro;11;TC;ºC;17.27;2023-03-14 09:50:00.000
Rio San Pedro;11;TC;ºC;17.79;2023-03-14 10:00:00.000
Rio San Pedro;11;TC;ºC;18.13;2023-03-14 10:10:00.000
Rio San Pedro;11;TC;ºC;18.1;2023-03-14 10:20:00.000
Rio San Pedro;11;TC;ºC;17.85;2023-03-14 10:30:00.000
Rio San Pedro;11;TC;ºC;17.83;2023-03-14 10:40:00.000
Rio San Pedro;11;TC;ºC;17.73;2023-03-14 10:50:00.000
Rio San Pedro;11;TC;ºC;18.06;2023-03-14 11:00:00.000
Rio San Pedro;11;TC;ºC;18.26;2023-03-14 11:10:00.000
Rio San Pedro;11;TC;ºC;18.56;2023-03-14 11:20:00.000
Rio San Pedro;11;TC;ºC;18.87;2023-03-14 11:30:00.000
Rio San Pedro;11;TC;ºC;19.03;2023-03-14 11:40:00.000
Rio San Pedro;11;TC;ºC;19.34;2023-03-14 11:50:00.000
Rio San Pedro;11;TC;ºC;19.58;2023-03-14 12:00:00.000
Rio San Pedro;11;TC;ºC;19.75;2023-03-14 12:10:00.000
Rio San Pedro;11;TC;ºC;20.03;2023-03-14 12:20:00.000
Rio San Pedro;11;TC;ºC;19.67;2023-03-14 12:30:00.000
Rio San Pedro;11;TC;ºC;19.74;2023-03-14 12:40:00.000
Rio San Pedro;11;TC;ºC;19.86;2023-03-14 12:50:00.000
Rio San Pedro;11;TC;ºC;19.98;2023-03-14 13:00:00.000
Rio San Pedro;11;TC;ºC;20.37;2023-03-14 13:10:00.000
Rio San Pedro;11;TC;ºC;19.94;2023-03-14 13:20:00.000
Rio San Pedro;11;TC;ºC;19.07;2023-03-14 13:30:00.000
Rio San Pedro;11;TC;ºC;18.92;2023-03-14 13:40:00.000
Rio San Pedro;11;TC;ºC;18.78;2023-03-14 13:50:00.000
Rio San Pedro;11;TC;ºC;18.9;2023-03-14 14:00:00.000
Rio San Pedro;11;TC;ºC;18.88;2023-03-14 14:10:00.000
Rio San Pedro;11;TC;ºC;18.89;2023-03-14 14:20:00.000
Rio San Pedro;11;TC;ºC;18.99;2023-03-14 14:30:00.000
Rio San Pedro;11;TC;ºC;18.84;2023-03-14 14:40:00.000
Rio San Pedro;11;TC;ºC;18.96;2023-03-14 14:50:00.000
Rio San Pedro;11;TC;ºC;19.12;2023-03-14 15:00:00.000
Rio San Pedro;11;TC;ºC;19.13;2023-03-14 15:10:00.000
Rio San Pedro;11;TC;ºC;18.97;2023-03-14 15:20:00.000
Rio San Pedro;11;TC;ºC;19.27;2023-03-14 15:30:00.000
Rio San Pedro;11;TC;ºC;19.18;2023-03-14 15:40:00.000
Rio San Pedro;11;TC;ºC;19.23;2023-03-14 15:50:00.000
Rio San Pedro;11;TC;ºC;19.28;2023-03-14 16:00:00.000
Rio San Pedro;11;TC;ºC;19.4;2023-03-14 16:10:00.000
Rio San Pedro;11;TC;ºC;19.61;2023-03-14 16:20:00.000
Rio San Pedro;11;TC;ºC;19.39;2023-03-14 16:30:00.000
Rio San Pedro;11;TC;ºC;19.52;2023-03-14 16:40:00.000
Rio San Pedro;11;TC;ºC;19.31;2023-03-14 16:50:00.000
Rio San Pedro;11;TC;ºC;19.28;2023-03-14 17:00:00.000
Rio San Pedro;11;TC;ºC;19.15;2023-03-14 17:10:00.000
Rio San Pedro;11;TC;ºC;19.08;2023-03-14 17:20:00.000
Rio San Pedro;11;TC;ºC;19.02;2023-03-14 17:30:00.000
Rio San Pedro;11;TC;ºC;19.0;2023-03-14 17:40:00.000
Rio San Pedro;11;TC;ºC;18.94;2023-03-14 17:50:00.000
Rio San Pedro;11;TC;ºC;18.87;2023-03-14 18:00:00.000
Rio San Pedro;11;TC;ºC;18.76;2023-03-14 18:10:00.000
Rio San Pedro;11;TC;ºC;18.54;2023-03-14 18:20:00.000
Rio San Pedro;11;TC;ºC;18.28;2023-03-14 18:30:00.000
Rio San Pedro;11;TC;ºC;18.09;2023-03-14 18:40:00.000
Rio San Pedro;11;TC;ºC;17.98;2023-03-14 18:50:00.000
Rio San Pedro;11;TC;ºC;17.9;2023-03-14 19:00:00.000
Rio San Pedro;11;TC;ºC;17.81;2023-03-14 19:10:00.000
Rio San Pedro;11;TC;ºC;17.71;2023-03-14 19:20:00.000
Rio San Pedro;11;TC;ºC;17.6;2023-03-14 19:30:00.000
Rio San Pedro;11;TC;ºC;17.55;2023-03-14 19:40:00.000
Rio San Pedro;11;TC;ºC;17.45;2023-03-14 19:50:00.000
Rio San Pedro;11;TC;ºC;17.34;2023-03-14 20:00:00.000
Rio San Pedro;11;TC;ºC;17.3;2023-03-14 20:10:00.000
Rio San Pedro;11;TC;ºC;17.22;2023-03-14 20:20:00.000
Rio San Pedro;11;TC;ºC;17.28;2023-03-14 20:30:00.000
Rio San Pedro;11;TC;ºC;17.26;2023-03-14 20:40:00.000
Rio San Pedro;11;TC;ºC;17.2;2023-03-14 20:50:00.000
Rio San Pedro;11;TC;ºC;17.21;2023-03-14 21:00:00.000
Rio San Pedro;11;TC;ºC;17.29;2023-03-14 21:10:00.000
Rio San Pedro;11;TC;ºC;17.22;2023-03-14 21:20:00.000
Rio San Pedro;11;TC;ºC;17.27;2023-03-14 21:30:00.000
Rio San Pedro;11;TC;ºC;17.15;2023-03-14 21:40:00.000
Rio San Pedro;11;TC;ºC;17.12;2023-03-14 21:50:00.000
Rio San Pedro;11;TC;ºC;17.0;2023-03-14 22:00:00.000
Rio San Pedro;11;TC;ºC;16.78;2023-03-14 22:10:00.000
Rio San Pedro;11;TC;ºC;16.46;2023-03-14 22:20:00.000
Rio San Pedro;11;TC;ºC;16.32;2023-03-14 22:30:00.000
Rio San Pedro;11;TC;ºC;15.94;2023-03-14 22:40:00.000
Rio San Pedro;11;TC;ºC;15.64;2023-03-14 22:50:00.000
Rio San Pedro;11;TC;ºC;15.47;2023-03-14 23:00:00.000
Rio San Pedro;11;TC;ºC;15.26;2023-03-14 23:10:00.000
Rio San Pedro;11;TC;ºC;14.87;2023-03-14 23:20:00.000
Rio San Pedro;11;TC;ºC;14.52;2023-03-14 23:30:00.000
Rio San Pedro;11;TC;ºC;14.24;2023-03-14 23:40:00.000
Rio San Pedro;11;TC;ºC;14.02;2023-03-14 23:50:00.000
Rio San Pedro;11;TC;ºC;13.76;2023-03-15 00:00:00.000
Rio San Pedro;11;TC;ºC;13.47;2023-03-15 00:10:00.000
Rio San Pedro;11;TC;ºC;13.41;2023-03-15 00:20:00.000
Rio San Pedro;11;TC;ºC;13.48;2023-03-15 00:30:00.000
Rio San Pedro;11;TC;ºC;13.78;2023-03-15 00:40:00.000
Rio San Pedro;11;TC;ºC;14.24;2023-03-15 00:50:00.000
Rio San Pedro;11;TC;ºC;14.45;2023-03-15 01:00:00.000
Rio San Pedro;11;TC;ºC;14.55;2023-03-15 01:10:00.000
Rio San Pedro;11;TC;ºC;14.6;2023-03-15 01:20:00.000
Rio San Pedro;11;TC;ºC;14.7;2023-03-15 01:30:00.000
Rio San Pedro;11;TC;ºC;14.74;2023-03-15 01:40:00.000
Rio San Pedro;11;TC;ºC;14.68;2023-03-15 01:50:00.000
Rio San Pedro;11;TC;ºC;14.62;2023-03-15 02:00:00.000
Rio San Pedro;11;TC;ºC;14.2;2023-03-15 02:10:00.000
Rio San Pedro;11;TC;ºC;13.75;2023-03-15 02:20:00.000
Rio San Pedro;11;TC;ºC;13.5;2023-03-15 02:30:00.000
Rio San Pedro;11;TC;ºC;13.3;2023-03-15 02:40:00.000
Rio San Pedro;11;TC;ºC;13.24;2023-03-15 02:50:00.000
Rio San Pedro;11;TC;ºC;13.04;2023-03-15 03:00:00.000
Rio San Pedro;11;TC;ºC;13.2;2023-03-15 03:10:00.000
Rio San Pedro;11;TC;ºC;13.37;2023-03-15 03:20:00.000
Rio San Pedro;11;TC;ºC;13.42;2023-03-15 03:30:00.000
Rio San Pedro;11;TC;ºC;13.53;2023-03-15 03:40:00.000
Rio San Pedro;11;TC;ºC;13.6;2023-03-15 03:50:00.000
Rio San Pedro;11;TC;ºC;13.44;2023-03-15 04:00:00.000
Rio San Pedro;11;TC;ºC;13.32;2023-03-15 04:10:00.000
Rio San Pedro;11;TC;ºC;13.41;2023-03-15 04:20:00.000
Rio San Pedro;11;TC;ºC;13.31;2023-03-15 04:30:00.000
Rio San Pedro;11;TC;ºC;13.1;2023-03-15 04:40:00.000
Rio San Pedro;11;TC;ºC;13.12;2023-03-15 04:50:00.000
Rio San Pedro;11;TC;ºC;13.16;2023-03-15 05:00:00.000
Rio San Pedro;11;TC;ºC;12.96;2023-03-15 05:10:00.000
Rio San Pedro;11;TC;ºC;13.03;2023-03-15 05:20:00.000
Rio San Pedro;11;TC;ºC;13.17;2023-03-15 05:30:00.000
Rio San Pedro;11;TC;ºC;13.29;2023-03-15 05:40:00.000
